Ensembl Gene ID	Description	Associated Gene Name
ENSG00000200062	RNA, U4 small nuclear 58, pseudogene [Source:HGNC Symbol;Acc:HGNC:46994]	RNU4-58P
ENSG00000136267	diacylglycerol kinase, beta 90kDa [Source:HGNC Symbol;Acc:HGNC:2850]	DGKB
ENSG00000198995	microRNA 340 [Source:HGNC Symbol;Acc:HGNC:31777]	MIR340
ENSG00000167136	endonuclease G [Source:HGNC Symbol;Acc:HGNC:3346]	ENDOG
ENSG00000241188	RNA, 7SL, cytoplasmic 165, pseudogene [Source:HGNC Symbol;Acc:HGNC:46181]	RN7SL165P
ENSG00000238884	RNA, U7 small nuclear 85 pseudogene [Source:HGNC Symbol;Acc:HGNC:34181]	RNU7-85P
ENSG00000251703	RNA, U6 small nuclear 998, pseudogene [Source:HGNC Symbol;Acc:HGNC:47961]	RNU6-998P
ENSG00000265623	microRNA 3139 [Source:HGNC Symbol;Acc:HGNC:38201]	MIR3139
ENSG00000264408	microRNA 4470 [Source:HGNC Symbol;Acc:HGNC:41833]	MIR4470
ENSG00000264160	microRNA 4762 [Source:HGNC Symbol;Acc:HGNC:41603]	MIR4762
ENSG00000197214	transcription elongation factor A (SII), 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:11613]	TCEA1P1
ENSG00000173890	G protein-coupled receptor 160 [Source:HGNC Symbol;Acc:HGNC:23693]	GPR160
ENSG00000258873	double homeobox A [Source:HGNC Symbol;Acc:HGNC:32179]	DUXA
ENSG00000212358	RNA, U6 small nuclear 837, pseudogene [Source:HGNC Symbol;Acc:HGNC:47800]	RNU6-837P
ENSG00000208032	microRNA 548a-3 [Source:HGNC Symbol;Acc:HGNC:32798]	MIR548A3
ENSG00000248919	ATP5J2-PTCD1 readthrough [Source:HGNC Symbol;Acc:HGNC:38844]	ATP5J2-PTCD1
ENSG00000252393	RNA, U6 small nuclear 1004, pseudogene [Source:HGNC Symbol;Acc:HGNC:47967]	RNU6-1004P
ENSG00000200267	RNA, U6 small nuclear 66, pseudogene [Source:HGNC Symbol;Acc:HGNC:42556]	RNU6-66P
ENSG00000182307	chromosome 8 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:26104]	C8orf33
ENSG00000222472	RNA, 7SK small nuclear pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:42625]	RN7SKP7
ENSG00000222468	RNA, 5S ribosomal pseudogene 261 [Source:HGNC Symbol;Acc:HGNC:43161]	RNA5SP261
ENSG00000223015	RNA, U6 small nuclear 1135, pseudogene [Source:HGNC Symbol;Acc:HGNC:48098]	RNU6-1135P
ENSG00000169220	regulator of G-protein signaling 14 [Source:HGNC Symbol;Acc:HGNC:9996]	RGS14
ENSG00000179776	cadherin 5, type 2 (vascular endothelium) [Source:HGNC Symbol;Acc:HGNC:1764]	CDH5
ENSG00000263548	microRNA 5187 [Source:HGNC Symbol;Acc:HGNC:43523]	MIR5187
ENSG00000266855	microRNA 3910-2 [Source:HGNC Symbol;Acc:HGNC:38952]	MIR3910-2
ENSG00000201050	RNA, U6 small nuclear 668, pseudogene [Source:HGNC Symbol;Acc:HGNC:47631]	RNU6-668P
ENSG00000263476	microRNA 3156-1 [Source:HGNC Symbol;Acc:HGNC:38241]	MIR3156-1
ENSG00000263554	microRNA 4788 [Source:HGNC Symbol;Acc:HGNC:41676]	MIR4788
ENSG00000176170	sphingosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11240]	SPHK1
ENSG00000243847	RNA, 7SL, cytoplasmic 610, pseudogene [Source:HGNC Symbol;Acc:HGNC:46626]	RN7SL610P
ENSG00000242482	RNA, 7SL, cytoplasmic 392, pseudogene [Source:HGNC Symbol;Acc:HGNC:46408]	RN7SL392P
ENSG00000150276	peptidylprolyl isomerase A (cyclophilin A) pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:39271]	PPIAP26
ENSG00000199276	RNA, 5S ribosomal pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:42602]	RNA5SP26
ENSG00000207946	microRNA 516b-1 [Source:HGNC Symbol;Acc:HGNC:32122]	MIR516B1
ENSG00000179364	phosphofurin acidic cluster sorting protein 2 [Source:HGNC Symbol;Acc:HGNC:23794]	PACS2
ENSG00000197905	TEA domain family member 4 [Source:HGNC Symbol;Acc:HGNC:11717]	TEAD4
ENSG00000252847	RNA, U2 small nuclear 46, pseudogene [Source:HGNC Symbol;Acc:HGNC:48539]	RNU2-46P
ENSG00000263783	microRNA 5590 [Source:HGNC Symbol;Acc:HGNC:43541]	MIR5590
ENSG00000189320	family with sequence similarity 180, member A [Source:HGNC Symbol;Acc:HGNC:33773]	FAM180A
ENSG00000266710	RNA, 7SL, cytoplasmic 48, pseudogene [Source:HGNC Symbol;Acc:HGNC:46064]	RN7SL48P
ENSG00000197321	supervillin [Source:HGNC Symbol;Acc:HGNC:11480]	SVIL
ENSG00000274816	microRNA 6772 [Source:HGNC Symbol;Acc:HGNC:50064]	MIR6772
ENSG00000206702	RNA, U1 small nuclear 11, pseudogene [Source:HGNC Symbol;Acc:HGNC:10137]	RNU1-11P
ENSG00000212186	RNA, U6 small nuclear 258, pseudogene [Source:HGNC Symbol;Acc:HGNC:47221]	RNU6-258P
ENSG00000215938	microRNA 190b [Source:HGNC Symbol;Acc:HGNC:33656]	MIR190B
ENSG00000222663	RNA, U4 small nuclear 55, pseudogene [Source:HGNC Symbol;Acc:HGNC:46991]	RNU4-55P
ENSG00000231605	long intergenic non-protein coding RNA 1363 [Source:HGNC Symbol;Acc:HGNC:50598]	LINC01363
ENSG00000168393	deoxythymidylate kinase (thymidylate kinase) [Source:HGNC Symbol;Acc:HGNC:3061]	DTYMK
ENSG00000252383	RNA, U6 small nuclear 314, pseudogene [Source:HGNC Symbol;Acc:HGNC:47277]	RNU6-314P
ENSG00000224936	succinate-CoA ligase, ADP-forming, beta subunit pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:21632]	SUCLA2P1
ENSG00000211880	T cell receptor alpha joining 9 [Source:HGNC Symbol;Acc:HGNC:12097]	TRAJ9
ENSG00000118518	ring finger protein 146 [Source:HGNC Symbol;Acc:HGNC:21336]	RNF146
ENSG00000252839	RNA, U6 small nuclear 419, pseudogene [Source:HGNC Symbol;Acc:HGNC:47382]	RNU6-419P
ENSG00000201096	RNA, 5S ribosomal pseudogene 387 [Source:HGNC Symbol;Acc:HGNC:43287]	RNA5SP387
ENSG00000275595	microRNA 22 [Source:HGNC Symbol;Acc:HGNC:31599]	MIR22
ENSG00000167861	HID1 domain containing [Source:HGNC Symbol;Acc:HGNC:15736]	HID1
ENSG00000239396	RNA, 7SL, cytoplasmic 414, pseudogene [Source:HGNC Symbol;Acc:HGNC:46430]	RN7SL414P
ENSG00000207925	microRNA 516b-2 [Source:HGNC Symbol;Acc:HGNC:32117]	MIR516B2
ENSG00000242769	RNA, 7SL, cytoplasmic 432, pseudogene [Source:HGNC Symbol;Acc:HGNC:46448]	RN7SL432P
ENSG00000223169	RNA, 5S ribosomal pseudogene 209 [Source:HGNC Symbol;Acc:HGNC:43109]	RNA5SP209
ENSG00000264879	RNA, 7SL, cytoplasmic 690, pseudogene [Source:HGNC Symbol;Acc:HGNC:46706]	RN7SL690P
ENSG00000201695	RNA, 5S ribosomal pseudogene 334 [Source:HGNC Symbol;Acc:HGNC:43234]	RNA5SP334
ENSG00000252454	microRNA 2114 [Source:HGNC Symbol;Acc:HGNC:37308]	MIR2114
ENSG00000200086	RNA, U6 small nuclear 433, pseudogene [Source:HGNC Symbol;Acc:HGNC:47396]	RNU6-433P
ENSG00000279680	heat shock transcription factor, Y linked 2 [Source:HGNC Symbol;Acc:HGNC:23950]	HSFY2
ENSG00000223256	RNA, U6 small nuclear 785, pseudogene [Source:HGNC Symbol;Acc:HGNC:47748]	RNU6-785P
ENSG00000171495	maestro heat-like repeat family member 2B [Source:HGNC Symbol;Acc:HGNC:26857]	MROH2B
ENSG00000221296	microRNA 548t [Source:HGNC Symbol;Acc:HGNC:38298]	MIR548T
ENSG00000240977	RNA, 7SL, cytoplasmic 283, pseudogene [Source:HGNC Symbol;Acc:HGNC:46299]	RN7SL283P
ENSG00000252279	RNA, U6 small nuclear 406, pseudogene [Source:HGNC Symbol;Acc:HGNC:47369]	RNU6-406P
ENSG00000200495	RNA, U6 small nuclear 1205, pseudogene [Source:HGNC Symbol;Acc:HGNC:48168]	RNU6-1205P
ENSG00000238344	small nucleolar RNA, C/D box 126 [Source:HGNC Symbol;Acc:HGNC:33565]	SNORD126
ENSG00000275657	microRNA 6758 [Source:HGNC Symbol;Acc:HGNC:50038]	MIR6758
ENSG00000234968	major histocompatibility complex, class II, DQ beta 3 [Source:HGNC Symbol;Acc:HGNC:4946]	HLA-DQB3
ENSG00000109705	NK3 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:951]	NKX3-2
ENSG00000252973	RNA, U6 small nuclear 1028, pseudogene [Source:HGNC Symbol;Acc:HGNC:47991]	RNU6-1028P
ENSG00000251957	RNA, U6 small nuclear 1095, pseudogene [Source:HGNC Symbol;Acc:HGNC:48058]	RNU6-1095P
ENSG00000238444	RNA, U6 small nuclear 893, pseudogene [Source:HGNC Symbol;Acc:HGNC:47856]	RNU6-893P
ENSG00000207625	microRNA 128-2 [Source:HGNC Symbol;Acc:HGNC:31511]	MIR128-2
ENSG00000199235	RNA, U6 small nuclear 1063, pseudogene [Source:HGNC Symbol;Acc:HGNC:48026]	RNU6-1063P
ENSG00000276987	microRNA 6848 [Source:HGNC Symbol;Acc:HGNC:50176]	MIR6848
ENSG00000222520	RNA, 5S ribosomal pseudogene 451 [Source:HGNC Symbol;Acc:HGNC:43351]	RNA5SP451
ENSG00000185306	chromosome 12 open reading frame 56 [Source:HGNC Symbol;Acc:HGNC:26967]	C12orf56
ENSG00000243051	RNA, 7SL, cytoplasmic 269, pseudogene [Source:HGNC Symbol;Acc:HGNC:46285]	RN7SL269P
ENSG00000207110	RNA, U1 small nuclear 106, pseudogene [Source:HGNC Symbol;Acc:HGNC:48448]	RNU1-106P
ENSG00000222328	RNA, U2 small nuclear 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:10152]	RNU2-2P
ENSG00000202329	RNA, U6 small nuclear 609, pseudogene [Source:HGNC Symbol;Acc:HGNC:47572]	RNU6-609P
ENSG00000223341	RNA, 7SK small nuclear pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:42621]	RN7SKP3
ENSG00000265789	microRNA 4330 [Source:HGNC Symbol;Acc:HGNC:38273]	MIR4330
ENSG00000199986	RNA, U6 small nuclear 486, pseudogene [Source:HGNC Symbol;Acc:HGNC:47449]	RNU6-486P
ENSG00000276986	HEAT repeat containing 9 [Source:HGNC Symbol;Acc:HGNC:26548]	HEATR9
ENSG00000200913	small nucleolar RNA, C/D box 46 [Source:HGNC Symbol;Acc:HGNC:10186]	SNORD46
ENSG00000222784	RNA, 7SK small nuclear pseudogene 91 [Source:HGNC Symbol;Acc:HGNC:45815]	RN7SKP91
ENSG00000243856	RNA, 7SL, cytoplasmic 551, pseudogene [Source:HGNC Symbol;Acc:HGNC:46567]	RN7SL551P
ENSG00000222389	RNA, U2 small nuclear 28, pseudogene [Source:HGNC Symbol;Acc:HGNC:48521]	RNU2-28P
ENSG00000202095	RNA, U6 small nuclear 1172, pseudogene [Source:HGNC Symbol;Acc:HGNC:48135]	RNU6-1172P
ENSG00000121089	NACA family member 3 pseudogene [Source:HGNC Symbol;Acc:HGNC:33442]	NACA3P
ENSG00000278984	RNA binding motif protein, Y-linked, family 1, member B [Source:HGNC Symbol;Acc:HGNC:23914]	RBMY1B
ENSG00000222111	RNA, 7SK small nuclear pseudogene 148 [Source:HGNC Symbol;Acc:HGNC:45872]	RN7SKP148
ENSG00000207168	small nucleolar RNA, H/ACA box 15 [Source:HGNC Symbol;Acc:HGNC:32604]	SNORA15
ENSG00000277700	microRNA 8072 [Source:HGNC Symbol;Acc:HGNC:50174]	MIR8072
ENSG00000266382	microRNA 5703 [Source:HGNC Symbol;Acc:HGNC:43475]	MIR5703
ENSG00000263407	microRNA 4660 [Source:HGNC Symbol;Acc:HGNC:41861]	MIR4660
ENSG00000241983	RNA, 7SL, cytoplasmic 566, pseudogene [Source:HGNC Symbol;Acc:HGNC:46582]	RN7SL566P
ENSG00000264675	microRNA 4285 [Source:HGNC Symbol;Acc:HGNC:38337]	MIR4285
ENSG00000252509	RNA, 5S ribosomal pseudogene 271 [Source:HGNC Symbol;Acc:HGNC:43171]	RNA5SP271
ENSG00000270831	neurofibromin 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:7772]	NF1P1
ENSG00000265321	microRNA 4263 [Source:HGNC Symbol;Acc:HGNC:38365]	MIR4263
ENSG00000253015	RNA, 7SK small nuclear pseudogene 64 [Source:HGNC Symbol;Acc:HGNC:45788]	RN7SKP64
ENSG00000201423	RNA, 7SK small nuclear pseudogene 246 [Source:HGNC Symbol;Acc:HGNC:45970]	RN7SKP246
ENSG00000273836	microRNA 6842 [Source:HGNC Symbol;Acc:HGNC:50254]	MIR6842
ENSG00000265110	microRNA 4731 [Source:HGNC Symbol;Acc:HGNC:41597]	MIR4731
ENSG00000263812	long intergenic non-protein coding RNA 908 [Source:HGNC Symbol;Acc:HGNC:27599]	LINC00908
ENSG00000207712	microRNA 627 [Source:HGNC Symbol;Acc:HGNC:32883]	MIR627
ENSG00000207205	RNA, variant U1 small nuclear 15 [Source:HGNC Symbol;Acc:HGNC:48320]	RNVU1-15
ENSG00000279309	RNA binding motif protein, Y-linked, family 1, member D [Source:HGNC Symbol;Acc:HGNC:23915]	RBMY1D
ENSG00000197769	microtubule-associated protein 1 light chain 3 gamma [Source:HGNC Symbol;Acc:HGNC:13353]	MAP1LC3C
ENSG00000265566	RNA, 7SL, cytoplasmic 605, pseudogene [Source:HGNC Symbol;Acc:HGNC:46621]	RN7SL605P
ENSG00000265137	microRNA 3192 [Source:HGNC Symbol;Acc:HGNC:38202]	MIR3192
ENSG00000266467	RNA, 7SL, cytoplasmic 220, pseudogene [Source:HGNC Symbol;Acc:HGNC:46236]	RN7SL220P
ENSG00000223299	RNA, 7SK small nuclear pseudogene 108 [Source:HGNC Symbol;Acc:HGNC:45832]	RN7SKP108
ENSG00000272034	small nucleolar RNA, C/D box 14A [Source:HGNC Symbol;Acc:HGNC:10113]	SNORD14A
ENSG00000211817	T cell receptor alpha variable 38-2/delta variable 8 [Source:HGNC Symbol;Acc:HGNC:12138]	TRAV38-2DV8
ENSG00000200413	small nucleolar RNA, C/D box 114-26 [Source:HGNC Symbol;Acc:HGNC:33014]	SNORD114-26
ENSG00000086300	sorting nexin 10 [Source:HGNC Symbol;Acc:HGNC:14974]	SNX10
ENSG00000265846	microRNA 4276 [Source:HGNC Symbol;Acc:HGNC:38232]	MIR4276
ENSG00000273627	microRNA 4726 [Source:HGNC Symbol;Acc:HGNC:41722]	MIR4726
ENSG00000206760	small nucleolar RNA, H/ACA box 6 [Source:HGNC Symbol;Acc:HGNC:32591]	SNORA6
ENSG00000252166	RNA, U1 small nuclear 95, pseudogene [Source:HGNC Symbol;Acc:HGNC:48437]	RNU1-95P
ENSG00000212446	RNA, U6 small nuclear 131, pseudogene [Source:HGNC Symbol;Acc:HGNC:47094]	RNU6-131P
ENSG00000239932	RNA, 7SL, cytoplasmic 606, pseudogene [Source:HGNC Symbol;Acc:HGNC:46622]	RN7SL606P
ENSG00000201713	RNA, 5S ribosomal pseudogene 125 [Source:HGNC Symbol;Acc:HGNC:43025]	RNA5SP125
ENSG00000229613	long intergenic non-protein coding RNA 1501 [Source:HGNC Symbol;Acc:HGNC:27988]	LINC01501
ENSG00000278520	microRNA 7851 [Source:HGNC Symbol;Acc:HGNC:50127]	MIR7851
ENSG00000207753	microRNA 452 [Source:HGNC Symbol;Acc:HGNC:32054]	MIR452
ENSG00000280343	RNA binding motif protein, Y-linked, family 1, member E [Source:HGNC Symbol;Acc:HGNC:23916]	RBMY1E
ENSG00000275690	microRNA 1302-11 [Source:HGNC Symbol;Acc:HGNC:38246]	MIR1302-11
ENSG00000207260	RNA, U6 small nuclear 35, pseudogene [Source:HGNC Symbol;Acc:HGNC:34279]	RNU6-35P
ENSG00000251726	RNA, U7 small nuclear 41 pseudogene [Source:HGNC Symbol;Acc:HGNC:34137]	RNU7-41P
ENSG00000169247	SH3 domain and tetratricopeptide repeats 2 [Source:HGNC Symbol;Acc:HGNC:29427]	SH3TC2
ENSG00000206638	RNA, U6 small nuclear 672, pseudogene [Source:HGNC Symbol;Acc:HGNC:47635]	RNU6-672P
ENSG00000157181	chromosome 1 open reading frame 27 [Source:HGNC Symbol;Acc:HGNC:24299]	C1orf27
ENSG00000200889	RNA, U4 small nuclear 13, pseudogene [Source:HGNC Symbol;Acc:HGNC:46949]	RNU4-13P
ENSG00000222724	RNA, U2 small nuclear 63, pseudogene [Source:HGNC Symbol;Acc:HGNC:48556]	RNU2-63P
ENSG00000089225	T-box 5 [Source:HGNC Symbol;Acc:HGNC:11604]	TBX5
ENSG00000168062	basic leucine zipper transcription factor, ATF-like 2 [Source:HGNC Symbol;Acc:HGNC:25163]	BATF2
ENSG00000199455	RNA, 5S ribosomal pseudogene 191 [Source:HGNC Symbol;Acc:HGNC:43091]	RNA5SP191
ENSG00000265420	microRNA 4779 [Source:HGNC Symbol;Acc:HGNC:41747]	MIR4779
ENSG00000199051	microRNA 361 [Source:HGNC Symbol;Acc:HGNC:31867]	MIR361
ENSG00000263892	microRNA 4667 [Source:HGNC Symbol;Acc:HGNC:41723]	MIR4667
ENSG00000200941	RNA, U6 small nuclear 694, pseudogene [Source:HGNC Symbol;Acc:HGNC:47657]	RNU6-694P
ENSG00000241413	RNA, 7SL, cytoplasmic 441, pseudogene [Source:HGNC Symbol;Acc:HGNC:46457]	RN7SL441P
ENSG00000278968	PTPN13-like, Y-linked [Source:HGNC Symbol;Acc:HGNC:14024]	PRY
ENSG00000207275	RNA, U6 small nuclear 441, pseudogene [Source:HGNC Symbol;Acc:HGNC:47404]	RNU6-441P
ENSG00000272458	microRNA 432 [Source:HGNC Symbol;Acc:HGNC:32083]	MIR432
ENSG00000223308	RNA, 7SK small nuclear pseudogene 101 [Source:HGNC Symbol;Acc:HGNC:45825]	RN7SKP101
ENSG00000207507	RNA, U6 small nuclear 9 [Source:HGNC Symbol;Acc:HGNC:34269]	RNU6-9
ENSG00000256347	olfactory receptor, family 8, subfamily R, member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:15318]	OR8R1P
ENSG00000223191	RNA, U6 small nuclear 293, pseudogene [Source:HGNC Symbol;Acc:HGNC:47256]	RNU6-293P
ENSG00000274839	proline-rich protein BstNI subfamily 4 [Source:HGNC Symbol;Acc:HGNC:9340]	PRB4
ENSG00000221055	microRNA 1302-3 [Source:HGNC Symbol;Acc:HGNC:35295]	MIR1302-3
ENSG00000239984	RNA, 7SL, cytoplasmic 420, pseudogene [Source:HGNC Symbol;Acc:HGNC:46436]	RN7SL420P
ENSG00000259068	T cell receptor alpha variable 37 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:12136]	TRAV37
ENSG00000178078	signal transducing adaptor family member 2 [Source:HGNC Symbol;Acc:HGNC:30430]	STAP2
ENSG00000102385	dystrophin related protein 2 [Source:HGNC Symbol;Acc:HGNC:3032]	DRP2
ENSG00000280386	RNA binding motif protein, Y-linked, family 1, member J [Source:HGNC Symbol;Acc:HGNC:23917]	RBMY1J
ENSG00000222610	RNA, U6 small nuclear 402, pseudogene [Source:HGNC Symbol;Acc:HGNC:47365]	RNU6-402P
ENSG00000275789	microRNA 8064 [Source:HGNC Symbol;Acc:HGNC:50236]	MIR8064
ENSG00000239007	RNA, U7 small nuclear 95 pseudogene [Source:HGNC Symbol;Acc:HGNC:45629]	RNU7-95P
ENSG00000253029	RNA, U6 small nuclear 568, pseudogene [Source:HGNC Symbol;Acc:HGNC:47531]	RNU6-568P
ENSG00000221436	microRNA 548f-3 [Source:HGNC Symbol;Acc:HGNC:35307]	MIR548F3
ENSG00000200013	RNA, U6 small nuclear 623, pseudogene [Source:HGNC Symbol;Acc:HGNC:47586]	RNU6-623P
ENSG00000212498	small nucleolar RNA, C/D box 86 [Source:HGNC Symbol;Acc:HGNC:32745]	SNORD86
ENSG00000222715	microRNA 1911 [Source:HGNC Symbol;Acc:HGNC:35395]	MIR1911
ENSG00000223215	RNA, U6 small nuclear 607, pseudogene [Source:HGNC Symbol;Acc:HGNC:47570]	RNU6-607P
ENSG00000207341	RNA, 5S ribosomal pseudogene 64 [Source:HGNC Symbol;Acc:HGNC:42841]	RNA5SP64
ENSG00000206997	RNA, U6 small nuclear 524, pseudogene [Source:HGNC Symbol;Acc:HGNC:47487]	RNU6-524P
ENSG00000223315	RNA, 7SK small nuclear pseudogene 279 [Source:HGNC Symbol;Acc:HGNC:46003]	RN7SKP279
ENSG00000244033	RNA, 7SL, cytoplasmic 228, pseudogene [Source:HGNC Symbol;Acc:HGNC:46244]	RN7SL228P
ENSG00000207784	microRNA 542 [Source:HGNC Symbol;Acc:HGNC:32534]	MIR542
ENSG00000201491	RNA, U4 small nuclear 75, pseudogene [Source:HGNC Symbol;Acc:HGNC:47011]	RNU4-75P
ENSG00000279323	RNA binding motif protein, Y-linked, family 1, member F [Source:HGNC Symbol;Acc:HGNC:23974]	RBMY1F
ENSG00000266564	microRNA 4418 [Source:HGNC Symbol;Acc:HGNC:41789]	MIR4418
ENSG00000207689	microRNA 548a-2 [Source:HGNC Symbol;Acc:HGNC:32797]	MIR548A2
ENSG00000222312	RNA, 5S ribosomal pseudogene 178 [Source:HGNC Symbol;Acc:HGNC:43078]	RNA5SP178
ENSG00000276700	RNA, 5.8S ribosomal 5 [Source:HGNC Symbol;Acc:HGNC:37660]	RNA5-8S5
ENSG00000215957	microRNA 300 [Source:HGNC Symbol;Acc:HGNC:33636]	MIR300
ENSG00000266287	microRNA 3683 [Source:HGNC Symbol;Acc:HGNC:38999]	MIR3683
ENSG00000207738	microRNA 520c [Source:HGNC Symbol;Acc:HGNC:32108]	MIR520C
ENSG00000278529	microRNA 8070 [Source:HGNC Symbol;Acc:HGNC:50274]	MIR8070
ENSG00000277073	microRNA 6131 [Source:HGNC Symbol;Acc:HGNC:49929]	MIR6131
ENSG00000206820	RNA, U1 small nuclear 138, pseudogene [Source:HGNC Symbol;Acc:HGNC:48480]	RNU1-138P
ENSG00000241791	RNA, 7SL, cytoplasmic 817, pseudogene [Source:HGNC Symbol;Acc:HGNC:46833]	RN7SL817P
ENSG00000201607	RNA, U4 small nuclear 16, pseudogene [Source:HGNC Symbol;Acc:HGNC:46952]	RNU4-16P
ENSG00000211583	microRNA 767 [Source:HGNC Symbol;Acc:HGNC:33136]	MIR767
ENSG00000202050	RNA, U6 small nuclear 391, pseudogene [Source:HGNC Symbol;Acc:HGNC:47354]	RNU6-391P
ENSG00000252400	RNA, U6 small nuclear 1291, pseudogene [Source:HGNC Symbol;Acc:HGNC:48254]	RNU6-1291P
ENSG00000265699	microRNA 548ae-2 [Source:HGNC Symbol;Acc:HGNC:41831]	MIR548AE2
ENSG00000278103	microRNA 8060 [Source:HGNC Symbol;Acc:HGNC:50180]	MIR8060
ENSG00000207321	RNA, U6 small nuclear 160, pseudogene [Source:HGNC Symbol;Acc:HGNC:47123]	RNU6-160P
ENSG00000199629	RNA, U1 small nuclear 14, pseudogene [Source:HGNC Symbol;Acc:HGNC:10139]	RNU1-14P
ENSG00000277805	microRNA 1199 [Source:HGNC Symbol;Acc:HGNC:50081]	MIR1199
ENSG00000239057	microRNA 500b [Source:HGNC Symbol;Acc:HGNC:38223]	MIR500B
ENSG00000252658	RNA, U6 small nuclear 786, pseudogene [Source:HGNC Symbol;Acc:HGNC:47749]	RNU6-786P
ENSG00000279634	deleted in azoospermia 2 [Source:HGNC Symbol;Acc:HGNC:15964]	DAZ2
ENSG00000134240	3-hydroxy-3-methylglutaryl-CoA synthase 2 (mitochondrial) [Source:HGNC Symbol;Acc:HGNC:5008]	HMGCS2
ENSG00000263828	microRNA 4439 [Source:HGNC Symbol;Acc:HGNC:41622]	MIR4439
ENSG00000223076	RNA, 5S ribosomal pseudogene 31 [Source:HGNC Symbol;Acc:HGNC:42607]	RNA5SP31
ENSG00000202054	RNA, 5S ribosomal pseudogene 152 [Source:HGNC Symbol;Acc:HGNC:43052]	RNA5SP152
ENSG00000265319	RNA, 7SL, cytoplasmic 847, pseudogene [Source:HGNC Symbol;Acc:HGNC:46863]	RN7SL847P
ENSG00000202398	RNA, U6 small nuclear 61, pseudogene [Source:HGNC Symbol;Acc:HGNC:42551]	RNU6-61P
ENSG00000118620	zinc finger protein 430 [Source:HGNC Symbol;Acc:HGNC:20808]	ZNF430
ENSG00000275518	microRNA 6718 [Source:HGNC Symbol;Acc:HGNC:50195]	MIR6718
ENSG00000276280	microRNA 2682 [Source:HGNC Symbol;Acc:HGNC:41688]	MIR2682
ENSG00000275360	microRNA 6868 [Source:HGNC Symbol;Acc:HGNC:50096]	MIR6868
ENSG00000207121	RNA, U6 small nuclear 1230, pseudogene [Source:HGNC Symbol;Acc:HGNC:48193]	RNU6-1230P
ENSG00000221795	microRNA 1324 [Source:HGNC Symbol;Acc:HGNC:35377]	MIR1324
ENSG00000263669	RNA, 7SL, cytoplasmic 470, pseudogene [Source:HGNC Symbol;Acc:HGNC:46486]	RN7SL470P
ENSG00000252516	RNA, 5S ribosomal pseudogene 82 [Source:HGNC Symbol;Acc:HGNC:42859]	RNA5SP82
ENSG00000202187	RNA, 5S ribosomal pseudogene 355 [Source:HGNC Symbol;Acc:HGNC:43255]	RNA5SP355
ENSG00000221015	RNA, U6atac small nuclear 29, pseudogene [Source:HGNC Symbol;Acc:HGNC:46928]	RNU6ATAC29P
ENSG00000274697	microRNA 6761 [Source:HGNC Symbol;Acc:HGNC:49949]	MIR6761
ENSG00000252244	RNA, U7 small nuclear 3 pseudogene [Source:HGNC Symbol;Acc:HGNC:34099]	RNU7-3P
ENSG00000221771	microRNA 1205 [Source:HGNC Symbol;Acc:HGNC:35271]	MIR1205
ENSG00000201300	small nucleolar RNA, C/D box 115-27 [Source:HGNC Symbol;Acc:HGNC:33046]	SNORD115-27
ENSG00000202502	RNA, 5S ribosomal pseudogene 151 [Source:HGNC Symbol;Acc:HGNC:43051]	RNA5SP151
ENSG00000221206	RNA, U6atac small nuclear 15, pseudogene [Source:HGNC Symbol;Acc:HGNC:46914]	RNU6ATAC15P
ENSG00000207731	microRNA 506 [Source:HGNC Symbol;Acc:HGNC:32143]	MIR506
ENSG00000265176	microRNA 3202-1 [Source:HGNC Symbol;Acc:HGNC:38224]	MIR3202-1
ENSG00000263721	microRNA 4444-2 [Source:HGNC Symbol;Acc:HGNC:43481]	MIR4444-2
ENSG00000165171	Williams Beuren syndrome chromosome region 27 [Source:HGNC Symbol;Acc:HGNC:19068]	WBSCR27
ENSG00000252321	RNA, 7SK small nuclear pseudogene 83 [Source:HGNC Symbol;Acc:HGNC:45807]	RN7SKP83
ENSG00000172890	NAD synthetase 1 [Source:HGNC Symbol;Acc:HGNC:29832]	NADSYN1
ENSG00000276335	microRNA 205 [Source:HGNC Symbol;Acc:HGNC:31583]	MIR205
ENSG00000221369	microRNA 548g [Source:HGNC Symbol;Acc:HGNC:35326]	MIR548G
ENSG00000222845	RNA, 7SK small nuclear pseudogene 42 [Source:HGNC Symbol;Acc:HGNC:45766]	RN7SKP42
ENSG00000200761	RNA, 7SK small nuclear pseudogene 113 [Source:HGNC Symbol;Acc:HGNC:45837]	RN7SKP113
ENSG00000252627	RNA, U6 small nuclear 122, pseudogene [Source:HGNC Symbol;Acc:HGNC:47085]	RNU6-122P
